[345, 1358]    26.6907
[346, 848]    42.7429
[347, 6371]    5.68922
[348, 2772]    13.0758
[349, 9735]    3.72327
[350, 352]    102.972
[351, 4905]    7.3896
[352, 6349]    5.70893
[353, 4556]    7.95566
[354, 2722]    13.3159
[355, 3231]    11.2182
[356, 3610]    10.0404
[357, 2142]    16.9216
[358, 6818]    5.31622
[359, 1123]    32.276
[360, 6053]    5.98811
[361, 87]    416.621
[362, 625]    57.9936
[363, 1143]    31.7113
[364, 5188]    6.98651
[365, 6749]    5.37057
[366, 3324]    10.9043
[367, 2049]    17.6896
[368, 4498]    8.05825
[369, 1440]    25.1708
[370, 4345]    8.342
[371, 7608]    4.7642
[372, 1661]    21.8218
[373, 8448]    4.29048
[374, 6398]    5.66521
[375, 2805]    12.9219
[376, 7022]    5.16178
[377, 7440]    4.87177
[378, 5196]    6.97575
[379, 2739]    13.2333
[380, 6302]    5.75151
[381, 1515]    23.9248
[382, 3004]    12.0659
[383, 6917]    5.24013
[384, 4344]    8.34392
[385, 5278]    6.86737
[386, 9726]    3.72671
[387, 6595]    5.49598
[388, 6856]    5.28676
[389, 3723]    9.7357
[390, 9639]    3.76035
[391, 6232]    5.81611
[392, 9926]    3.65162
[393, 7887]    4.59566
[394, 8172]    4.43539
[395, 1112]    32.5953
[396, 9938]    3.64721
[397, 5614]    6.45636
[398, 8480]    4.27429
[399, 7042]    5.14712
[400, 7279]    4.97953
[401, 1882]    19.2593
[402, 1079]    33.5922
[403, 2768]    13.0947
[404, 9831]    3.68691
[405, 3853]    9.40722
[406, 6121]    5.92158
[407, 169]    214.473
[408, 6833]    5.30455
[409, 8763]    4.13625
[410, 7112]    5.09646
[411, 8526]    4.25123
[412, 6866]    5.27906
[413, 3601]    10.0655
[414, 7581]    4.78116
[415, 2275]    15.9323
[416, 1668]    21.7302
[417, 2778]    13.0475
[418, 3310]    10.9505
[419, 9168]    3.95353
[420, 1448]    25.0318
[421, 9264]    3.91256
[422, 1371]    26.4376
[423, 644]    56.2826
[424, 6003]    6.03798
[425, 1134]    31.963
[426, 7397]    4.90009
[427, 7203]    5.03207
[428, 9164]    3.95526
[429, 807]    44.9145
[430, 226]    160.381
[431, 4353]    8.32667
[432, 1974]    18.3617
[433, 1682]    21.5493
[434, 1750]    20.712
[435, 1437]    25.2234
[436, 3032]    11.9545
[437, 7964]    4.55123
[438, 46]    787.957
[439, 1065]    34.0338
[440, 8740]    4.14714
[441, 9515]    3.80935
[442, 9349]    3.87699
[443, 1837]    19.7311
[444, 1025]    35.362
[445, 5400]    6.71222
[446, 6885]    5.26449
[447, 9475]    3.82544
[448, 3392]    10.6857
[449, 615]    58.9366
[450, 9241]    3.9223
[451, 4005]    9.05019
[452, 9006]    4.02465
[453, 5468]    6.62875
[454, 8618]    4.20585
